,Date,MarketPredicted,Team,Game Number,Regressor,Estimatororneigbor,Bookie Prediction,TeamAvg10Games,OpponentAvg10Games,OpponentFormOver10Games,Model Score Prediction,Model Result Prediction,FormulaPrediction,Real Score,System Result
978,"971     2021/02/26
994     2021/02/28
1022    2021/03/02
1052    2021/03/04
1089    2021/03/11
1096    2021/03/12
1126    2021/03/14
1164    2021/03/16
1175    2021/03/17
1217    2021/03/19
Name: Date, dtype: object",Teamscore,Miami Heat,43,SVR,4,108,103.18,117.1,6.0,106.0,Under,Not conclusive,110,Incorrect
979,"994     2021/02/28
1022    2021/03/02
1052    2021/03/04
1089    2021/03/11
1096    2021/03/12
1126    2021/03/14
1164    2021/03/16
1175    2021/03/17
1217    2021/03/19
1244    2021/03/21
Name: Date, dtype: object",Teamscore,Miami Heat,44,SVR,4,110,101.6,115.2,6.0,104.5,Under,Not conclusive,106,Correct
980,"1022    2021/03/02
1052    2021/03/04
1089    2021/03/11
1096    2021/03/12
1126    2021/03/14
1164    2021/03/16
1175    2021/03/17
1217    2021/03/19
1244    2021/03/21
1278    2021/03/23
Name: Date, dtype: object",Teamscore,Miami Heat,45,SVR,4,104,101.21,107.0,5.0,102.43,Under,Not conclusive,100,Correct
981,"1052    2021/03/04
1089    2021/03/11
1096    2021/03/12
1126    2021/03/14
1164    2021/03/16
1175    2021/03/17
1217    2021/03/19
1244    2021/03/21
1278    2021/03/23
1310    2021/03/25
Name: Date, dtype: object",Teamscore,Miami Heat,46,SVR,4,112,103.63,117.3,7.0,104.5,Under,Not conclusive,122,Incorrect
982,"1089    2021/03/11
1096    2021/03/12
1126    2021/03/14
1164    2021/03/16
1175    2021/03/17
1217    2021/03/19
1244    2021/03/21
1278    2021/03/23
1310    2021/03/25
1320    2021/03/26
Name: Date, dtype: object",Teamscore,Miami Heat,47,SVR,4,109,105.55,109.4,4.0,105.45,Under,Not conclusive,105,Correct
983,"1096    2021/03/12
1126    2021/03/14
1164    2021/03/16
1175    2021/03/17
1217    2021/03/19
1244    2021/03/21
1278    2021/03/23
1310    2021/03/25
1320    2021/03/26
1365    2021/03/29
Name: Date, dtype: object",Teamscore,Miami Heat,48,SVR,4,100,104.82,105.0,3.0,103.5,Over,Not conclusive,98,Incorrect
984,"1126    2021/03/14
1164    2021/03/16
1175    2021/03/17
1217    2021/03/19
1244    2021/03/21
1278    2021/03/23
1310    2021/03/25
1320    2021/03/26
1365    2021/03/29
1393    2021/03/31
Name: Date, dtype: object",Teamscore,Miami Heat,49,SVR,4,107,104.43,115.6,7.0,103.5,Under,Not conclusive,92,Correct
985,"1164    2021/03/16
1175    2021/03/17
1217    2021/03/19
1244    2021/03/21
1278    2021/03/23
1310    2021/03/25
1320    2021/03/26
1365    2021/03/29
1393    2021/03/31
1420    2021/04/01
Name: Date, dtype: object",Teamscore,Miami Heat,50,SVR,4,111,103.57,115.7,5.0,105.5,Under,Not conclusive,116,Incorrect
986,"1175    2021/03/17
1217    2021/03/19
1244    2021/03/21
1278    2021/03/23
1310    2021/03/25
1320    2021/03/26
1365    2021/03/29
1393    2021/03/31
1420    2021/04/01
1452    2021/04/03
Name: Date, dtype: object",Teamscore,Miami Heat,51,SVR,4,107,103.89,107.8,4.0,105.5,Under,Not conclusive,115,Incorrect
987,"1217    2021/03/19
1244    2021/03/21
1278    2021/03/23
1310    2021/03/25
1320    2021/03/26
1365    2021/03/29
1393    2021/03/31
1420    2021/04/01
1452    2021/04/03
1499    2021/04/06
Name: Date, dtype: object",Teamscore,Miami Heat,52,SVR,4,107,107.16,116.2,7.0,108.0,Over,Prediction is OVER 107,112,Correct
988,"1244    2021/03/21
1278    2021/03/23
1310    2021/03/25
1320    2021/03/26
1365    2021/03/29
1393    2021/03/31
1420    2021/04/01
1452    2021/04/03
1499    2021/04/06
1532    2021/04/08
Name: Date, dtype: object",Teamscore,Miami Heat,53,SVR,4,101,107.36,104.8,4.0,108.0,Over,Not conclusive,110,Correct
989,"1278    2021/03/23
1310    2021/03/25
1320    2021/03/26
1365    2021/03/29
1393    2021/03/31
1420    2021/04/01
1452    2021/04/03
1499    2021/04/06
1532    2021/04/08
1573    2021/04/11
Name: Date, dtype: object",Teamscore,Miami Heat,54,SVR,4,111,107.77,112.2,5.0,108.5,Under,Not conclusive,107,Correct
990,"1310    2021/03/25
1320    2021/03/26
1365    2021/03/29
1393    2021/03/31
1420    2021/04/01
1452    2021/04/03
1499    2021/04/06
1532    2021/04/08
1573    2021/04/11
1609    2021/04/13
Name: Date, dtype: object",Teamscore,Miami Heat,55,SVR,4,103,108.33,109.4,7.0,108.5,Over,Prediction is OVER 103,86,Incorrect
991,"1320    2021/03/26
1365    2021/03/29
1393    2021/03/31
1420    2021/04/01
1452    2021/04/03
1499    2021/04/06
1532    2021/04/08
1573    2021/04/11
1609    2021/04/13
1624    2021/04/14
Name: Date, dtype: object",Teamscore,Miami Heat,56,SVR,4,105,104.57,106.1,5.0,106.5,Over,Not conclusive,106,Correct
992,"1365    2021/03/29
1393    2021/03/31
1420    2021/04/01
1452    2021/04/03
1499    2021/04/06
1532    2021/04/08
1573    2021/04/11
1609    2021/04/13
1624    2021/04/14
1655    2021/04/16
Name: Date, dtype: object",Teamscore,Miami Heat,57,SVR,4,112,104.73,122.1,7.0,108.5,Under,Not conclusive,111,Correct
993,"1393    2021/03/31
1420    2021/04/01
1452    2021/04/03
1499    2021/04/06
1532    2021/04/08
1573    2021/04/11
1609    2021/04/13
1624    2021/04/14
1655    2021/04/16
1692    2021/04/18
Name: Date, dtype: object",Teamscore,Miami Heat,58,SVR,4,111,106.14,110.5,5.0,109.5,Under,Not conclusive,109,Correct
994,"1420    2021/04/01
1452    2021/04/03
1499    2021/04/06
1532    2021/04/08
1573    2021/04/11
1609    2021/04/13
1624    2021/04/14
1655    2021/04/16
1692    2021/04/18
1712    2021/04/19
Name: Date, dtype: object",Teamscore,Miami Heat,59,SVR,4,111,108.05,120.8,9.0,110.5,Under,Not conclusive,113,Incorrect
995,"1452    2021/04/03
1499    2021/04/06
1532    2021/04/08
1573    2021/04/11
1609    2021/04/13
1624    2021/04/14
1655    2021/04/16
1692    2021/04/18
1712    2021/04/19
1735    2021/04/21
Name: Date, dtype: object",Teamscore,Miami Heat,60,SVR,4,106,107.66,104.4,4.0,109.5,Over,Not conclusive,107,Correct
996,"1499    2021/04/06
1532    2021/04/08
1573    2021/04/11
1609    2021/04/13
1624    2021/04/14
1655    2021/04/16
1692    2021/04/18
1712    2021/04/19
1735    2021/04/21
1769    2021/04/23
Name: Date, dtype: object",Teamscore,Miami Heat,61,SVR,4,107,106.74,112.3,4.0,108.07,Over,Not conclusive,103,Incorrect
997,"1532    2021/04/08
1573    2021/04/11
1609    2021/04/13
1624    2021/04/14
1655    2021/04/16
1692    2021/04/18
1712    2021/04/19
1735    2021/04/21
1769    2021/04/23
1786    2021/04/24
Name: Date, dtype: object",Teamscore,Miami Heat,62,SVR,4,109,105.78,107.5,4.0,107.2,Under,Prediction is UNDER 109,106,Correct
998,"1573    2021/04/11
1609    2021/04/13
1624    2021/04/14
1655    2021/04/16
1692    2021/04/18
1712    2021/04/19
1735    2021/04/21
1769    2021/04/23
1786    2021/04/24
1820    2021/04/26
Name: Date, dtype: object",Teamscore,Miami Heat,63,SVR,4,109,105.3,106.7,4.0,106.5,Under,Prediction is UNDER 109,102,Correct
999,"1609    2021/04/13
1624    2021/04/14
1655    2021/04/16
1692    2021/04/18
1712    2021/04/19
1735    2021/04/21
1769    2021/04/23
1786    2021/04/24
1820    2021/04/26
1860    2021/04/28
Name: Date, dtype: object",Teamscore,Miami Heat,64,SVR,4,107,104.89,110.7,5.0,106.73,Under,Not conclusive,116,Incorrect
1000,"1624    2021/04/14
1655    2021/04/16
1692    2021/04/18
1712    2021/04/19
1735    2021/04/21
1769    2021/04/23
1786    2021/04/24
1820    2021/04/26
1860    2021/04/28
1896    2021/05/01
Name: Date, dtype: object",Teamscore,Miami Heat,65,SVR,4,106,108.27,113.3,7.0,108.0,Over,Prediction is OVER 106,124,Correct
1001,"1655    2021/04/16
1692    2021/04/18
1712    2021/04/19
1735    2021/04/21
1769    2021/04/23
1786    2021/04/24
1820    2021/04/26
1860    2021/04/28
1896    2021/05/01
1911    2021/05/02
Name: Date, dtype: object",Teamscore,Miami Heat,66,SVR,4,104,110.22,107.2,4.0,110.0,Over,Not conclusive,121,Correct
1002,"1692    2021/04/18
1712    2021/04/19
1735    2021/04/21
1769    2021/04/23
1786    2021/04/24
1820    2021/04/26
1860    2021/04/28
1896    2021/05/01
1911    2021/05/02
1951    2021/05/04
Name: Date, dtype: object",Teamscore,Miami Heat,67,SVR,4,105,111.24,109.8,5.0,111.0,Over,Not conclusive,113,Correct
1003,"1712    2021/04/19
1735    2021/04/21
1769    2021/04/23
1786    2021/04/24
1820    2021/04/26
1860    2021/04/28
1896    2021/05/01
1911    2021/05/02
1951    2021/05/04
2003    2021/05/07
Name: Date, dtype: object",Teamscore,Miami Heat,68,SVR,4,113,111.76,119.3,5.0,113.0,Over,Not conclusive,121,Correct
1004,"1735    2021/04/21
1769    2021/04/23
1786    2021/04/24
1820    2021/04/26
1860    2021/04/28
1896    2021/05/01
1911    2021/05/02
1951    2021/05/04
2003    2021/05/07
2024    2021/05/09
Name: Date, dtype: object",Teamscore,Miami Heat,69,SVR,4,104,112.73,116.6,7.0,114.5,Over,Prediction is OVER 104,130,Correct
1005,"1769    2021/04/23
1786    2021/04/24
1820    2021/04/26
1860    2021/04/28
1896    2021/05/01
1911    2021/05/02
1951    2021/05/04
2003    2021/05/07
2024    2021/05/09
2054    2021/05/11
Name: Date, dtype: object",Teamscore,Miami Heat,70,SVR,4,105,115.25,120.9,8.0,118.5,Over,Prediction is OVER 105,129,Correct
1006,"1786    2021/04/24
1820    2021/04/26
1860    2021/04/28
1896    2021/05/01
1911    2021/05/02
1951    2021/05/04
2003    2021/05/07
2024    2021/05/09
2054    2021/05/11
2097    2021/05/13
Name: Date, dtype: object",Teamscore,Miami Heat,71,SVR,4,104,117.88,101.7,4.0,118.5,Over,Not conclusive,106,Correct
1007,"1820    2021/04/26
1860    2021/04/28
1896    2021/05/01
1911    2021/05/02
1951    2021/05/04
2003    2021/05/07
2024    2021/05/09
2054    2021/05/11
2097    2021/05/13
2122    2021/05/15
Name: Date, dtype: object",Teamscore,Miami Heat,72,SVR,4,109,117.9,122.9,6.0,118.5,Over,Prediction is OVER 109,108,Incorrect
1008,"9      2020/12/23
35     2020/12/25
62     2020/12/27
92     2020/12/29
112    2020/12/30
146    2021/01/01
195    2021/01/04
225    2021/01/06
260    2021/01/08
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,10,SVR,4,116,125.16,111.11,4.0,124.8,Over,Not conclusive,118,Correct
1009,"9      2020/12/23
35     2020/12/25
62     2020/12/27
92     2020/12/29
112    2020/12/30
146    2021/01/01
195    2021/01/04
225    2021/01/06
260    2021/01/08
271    2021/01/09
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,11,SVR,4,116,124.2,103.0,3.0,123.0,Over,Not conclusive,100,Incorrect
1010,"35     2020/12/25
62     2020/12/27
92     2020/12/29
112    2020/12/30
146    2021/01/01
195    2021/01/04
225    2021/01/06
260    2021/01/08
271    2021/01/09
294    2021/01/11
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,12,SVR,4,118,122.1,110.6,6.0,123.0,Over,Not conclusive,121,Correct
1011,"62     2020/12/27
92     2020/12/29
112    2020/12/30
146    2021/01/01
195    2021/01/04
225    2021/01/06
260    2021/01/08
271    2021/01/09
294    2021/01/11
322    2021/01/13
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,13,SVR,4,122,120.12,112.5,5.0,119.5,Under,Not conclusive,110,Correct
1012,"92     2020/12/29
112    2020/12/30
146    2021/01/01
195    2021/01/04
225    2021/01/06
260    2021/01/08
271    2021/01/09
294    2021/01/11
322    2021/01/13
351    2021/01/15
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,14,SVR,4,116,120.14,107.2,5.0,119.5,Over,Not conclusive,112,Incorrect
1013,"112    2020/12/30
146    2021/01/01
195    2021/01/04
225    2021/01/06
260    2021/01/08
271    2021/01/09
294    2021/01/11
322    2021/01/13
351    2021/01/15
382    2021/01/18
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,15,SVR,4,121,116.73,116.7,8.0,119.5,Under,Not conclusive,123,Incorrect
1014,"146    2021/01/01
195    2021/01/04
225    2021/01/06
260    2021/01/08
271    2021/01/09
294    2021/01/11
322    2021/01/13
351    2021/01/15
382    2021/01/18
421    2021/01/21
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,16,SVR,4,113,118.21,103.3,3.0,119.5,Over,Not conclusive,106,Incorrect
1015,"195    2021/01/04
225    2021/01/06
260    2021/01/08
271    2021/01/09
294    2021/01/11
322    2021/01/13
351    2021/01/15
382    2021/01/18
421    2021/01/21
467    2021/01/24
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,17,SVR,4,118,116.24,108.9,5.0,119.5,Over,Not conclusive,129,Correct
1016,"225    2021/01/06
260    2021/01/08
271    2021/01/09
294    2021/01/11
322    2021/01/13
351    2021/01/15
382    2021/01/18
421    2021/01/21
467    2021/01/24
505    2021/01/27
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,18,SVR,4,116,116.54,107.8,5.0,116.48,Over,Not conclusive,115,Incorrect
1017,"260    2021/01/08
271    2021/01/09
294    2021/01/11
322    2021/01/13
351    2021/01/15
382    2021/01/18
421    2021/01/21
467    2021/01/24
505    2021/01/27
537    2021/01/29
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,19,SVR,4,119,115.0,118.9,7.0,116.5,Under,Not conclusive,126,Incorrect
1018,"271    2021/01/09
294    2021/01/11
322    2021/01/13
351    2021/01/15
382    2021/01/18
421    2021/01/21
467    2021/01/24
505    2021/01/27
537    2021/01/29
554    2021/01/30
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,20,SVR,4,116,115.76,108.9,6.0,114.5,Under,Not conclusive,114,Correct
1019,"294    2021/01/11
322    2021/01/13
351    2021/01/15
382    2021/01/18
421    2021/01/21
467    2021/01/24
505    2021/01/27
537    2021/01/29
554    2021/01/30
594    2021/02/01
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,21,SVR,4,123,117.5,118.7,7.0,118.0,Under,Not conclusive,134,Incorrect
1020,"322    2021/01/13
351    2021/01/15
382    2021/01/18
421    2021/01/21
467    2021/01/24
505    2021/01/27
537    2021/01/29
554    2021/01/30
594    2021/02/01
621    2021/02/03
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,22,SVR,4,120,118.89,112.8,6.0,119.0,Under,Not conclusive,130,Incorrect
1021,"351    2021/01/15
382    2021/01/18
421    2021/01/21
467    2021/01/24
505    2021/01/27
537    2021/01/29
554    2021/01/30
594    2021/02/01
621    2021/02/03
641    2021/02/05
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,23,SVR,4,117,121.02,114.4,9.0,123.0,Over,Not conclusive,123,Correct
1022,"382    2021/01/18
421    2021/01/21
467    2021/01/24
505    2021/01/27
537    2021/01/29
554    2021/01/30
594    2021/02/01
621    2021/02/03
641    2021/02/05
662    2021/02/06
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,24,SVR,4,117,122.24,116.4,9.0,123.73,Over,Not conclusive,124,Correct
1023,"421    2021/01/21
467    2021/01/24
505    2021/01/27
537    2021/01/29
554    2021/01/30
594    2021/02/01
621    2021/02/03
641    2021/02/05
662    2021/02/06
691    2021/02/08
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,25,SVR,4,121,122.36,112.2,8.0,124.5,Over,Not conclusive,125,Correct
1024,"467    2021/01/24
505    2021/01/27
537    2021/01/29
554    2021/01/30
594    2021/02/01
621    2021/02/03
641    2021/02/05
662    2021/02/06
691    2021/02/08
723    2021/02/10
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,26,SVR,4,115,124.44,106.2,5.0,124.74,Over,Not conclusive,124,Correct
1025,"505    2021/01/27
537    2021/01/29
554    2021/01/30
594    2021/02/01
621    2021/02/03
641    2021/02/05
662    2021/02/06
691    2021/02/08
723    2021/02/10
750    2021/02/12
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,27,SVR,4,114,123.8,106.2,5.0,124.0,Over,Not conclusive,115,Correct
1026,"537    2021/01/29
554    2021/01/30
594    2021/02/01
621    2021/02/03
641    2021/02/05
662    2021/02/06
691    2021/02/08
723    2021/02/10
750    2021/02/12
782    2021/02/14
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,28,SVR,4,121,123.74,114.8,5.0,124.0,Over,Not conclusive,109,Incorrect
1027,"554    2021/01/30
594    2021/02/01
621    2021/02/03
641    2021/02/05
662    2021/02/06
691    2021/02/08
723    2021/02/10
750    2021/02/12
782    2021/02/14
823    2021/02/16
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,29,SVR,4,121,121.91,116.2,7.0,123.27,Over,Not conclusive,113,Incorrect
1028,"594    2021/02/01
621    2021/02/03
641    2021/02/05
662    2021/02/06
691    2021/02/08
723    2021/02/10
750    2021/02/12
782    2021/02/14
823    2021/02/16
849    2021/02/18
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,30,SVR,4,120,121.63,113.2,6.0,123.27,Over,Not conclusive,96,Incorrect
1029,"621    2021/02/03
641    2021/02/05
662    2021/02/06
691    2021/02/08
723    2021/02/10
750    2021/02/12
782    2021/02/14
823    2021/02/16
849    2021/02/18
864    2021/02/19
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,31,SVR,4,120,117.47,109.9,4.0,119.0,Under,Prediction is UNDER 120,98,Correct
1030,"641    2021/02/05
662    2021/02/06
691    2021/02/08
723    2021/02/10
750    2021/02/12
782    2021/02/14
823    2021/02/16
849    2021/02/18
864    2021/02/19
893    2021/02/21
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,32,SVR,4,125,114.25,122.1,8.0,119.0,Under,Not conclusive,128,Incorrect
1031,"662    2021/02/06
691    2021/02/08
723    2021/02/10
750    2021/02/12
782    2021/02/14
823    2021/02/16
849    2021/02/18
864    2021/02/19
893    2021/02/21
919    2021/02/23
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,33,SVR,4,122,114.91,117.2,6.0,119.5,Under,Not conclusive,139,Incorrect
1032,"691    2021/02/08
723    2021/02/10
750    2021/02/12
782    2021/02/14
823    2021/02/16
849    2021/02/18
864    2021/02/19
893    2021/02/21
919    2021/02/23
950    2021/02/25
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,34,SVR,4,122,116.46,124.5,9.0,119.5,Under,Not conclusive,129,Incorrect
1033,"723    2021/02/10
750    2021/02/12
782    2021/02/14
823    2021/02/16
849    2021/02/18
864    2021/02/19
893    2021/02/21
919    2021/02/23
950    2021/02/25
997    2021/02/28
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,35,SVR,4,118,116.66,113.6,8.0,114.0,Under,Not conclusive,105,Correct
1034,"750     2021/02/12
782     2021/02/14
823     2021/02/16
849     2021/02/18
864     2021/02/19
893     2021/02/21
919     2021/02/23
950     2021/02/25
997     2021/02/28
1023    2021/03/02
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,36,SVR,4,120,114.49,109.6,4.0,111.0,Under,Prediction is UNDER 120,97,Correct
1035,"782     2021/02/14
823     2021/02/16
849     2021/02/18
864     2021/02/19
893     2021/02/21
919     2021/02/23
950     2021/02/25
997     2021/02/28
1023    2021/03/02
1053    2021/03/04
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,37,SVR,4,119,112.66,108.7,4.0,110.5,Under,Prediction is UNDER 119,112,Correct
1036,"823     2021/02/16
849     2021/02/18
864     2021/02/19
893     2021/02/21
919     2021/02/23
950     2021/02/25
997     2021/02/28
1023    2021/03/02
1053    2021/03/04
1088    2021/03/11
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,38,SVR,4,113,113.21,107.2,7.0,112.5,Under,Not conclusive,134,Incorrect
1037,"849     2021/02/18
864     2021/02/19
893     2021/02/21
919     2021/02/23
950     2021/02/25
997     2021/02/28
1023    2021/03/02
1053    2021/03/04
1088    2021/03/11
1109    2021/03/13
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,39,SVR,4,124,115.43,122.2,6.0,118.47,Under,Not conclusive,125,Incorrect
1038,"864     2021/02/19
893     2021/02/21
919     2021/02/23
950     2021/02/25
997     2021/02/28
1023    2021/03/02
1053    2021/03/04
1088    2021/03/11
1109    2021/03/13
1144    2021/03/15
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,40,SVR,4,125,118.7,120.8,6.0,126.5,Over,Not conclusive,133,Correct
1039,"893     2021/02/21
919     2021/02/23
950     2021/02/25
997     2021/02/28
1023    2021/03/02
1053    2021/03/04
1088    2021/03/11
1109    2021/03/13
1144    2021/03/15
1176    2021/03/17
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,41,SVR,4,118,122.31,105.9,3.0,126.5,Over,Not conclusive,109,Incorrect
1040,"919     2021/02/23
950     2021/02/25
997     2021/02/28
1023    2021/03/02
1053    2021/03/04
1088    2021/03/11
1109    2021/03/13
1144    2021/03/15
1176    2021/03/17
1231    2021/03/20
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,42,SVR,4,118,120.33,109.5,6.0,122.5,Over,Not conclusive,120,Correct
1041,"950     2021/02/25
997     2021/02/28
1023    2021/03/02
1053    2021/03/04
1088    2021/03/11
1109    2021/03/13
1144    2021/03/15
1176    2021/03/17
1231    2021/03/20
1263    2021/03/22
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,43,SVR,4,120,118.44,117.1,6.0,122.5,Over,Not conclusive,140,Correct
1042,"997     2021/02/28
1023    2021/03/02
1053    2021/03/04
1088    2021/03/11
1109    2021/03/13
1144    2021/03/15
1176    2021/03/17
1231    2021/03/20
1263    2021/03/22
1292    2021/03/24
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,44,SVR,4,119,119.46,114.4,7.0,120.5,Over,Not conclusive,121,Correct
1043,"1023    2021/03/02
1053    2021/03/04
1088    2021/03/11
1109    2021/03/13
1144    2021/03/15
1176    2021/03/17
1231    2021/03/20
1263    2021/03/22
1292    2021/03/24
1324    2021/03/26
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,45,SVR,4,119,121.15,115.5,8.0,120.5,Over,Not conclusive,114,Incorrect
1044,"1053    2021/03/04
1088    2021/03/11
1109    2021/03/13
1144    2021/03/15
1176    2021/03/17
1231    2021/03/20
1263    2021/03/22
1292    2021/03/24
1324    2021/03/26
1350    2021/03/27
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,46,SVR,4,113,122.84,107.9,5.0,120.5,Over,Not conclusive,96,Incorrect
1045,"1088    2021/03/11
1109    2021/03/13
1144    2021/03/15
1176    2021/03/17
1231    2021/03/20
1263    2021/03/22
1292    2021/03/24
1324    2021/03/26
1350    2021/03/27
1366    2021/03/29
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,47,SVR,4,115,121.17,107.3,4.0,120.5,Over,Not conclusive,105,Incorrect
1046,"1109    2021/03/13
1144    2021/03/15
1176    2021/03/17
1231    2021/03/20
1263    2021/03/22
1292    2021/03/24
1324    2021/03/26
1350    2021/03/27
1366    2021/03/29
1394    2021/03/31
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,48,SVR,4,113,118.05,104.9,5.0,117.0,Over,Not conclusive,112,Incorrect
1047,"1144    2021/03/15
1176    2021/03/17
1231    2021/03/20
1263    2021/03/22
1292    2021/03/24
1324    2021/03/26
1350    2021/03/27
1366    2021/03/29
1394    2021/03/31
1431    2021/04/02
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,49,SVR,4,122,116.77,115.6,6.0,117.0,Under,Not conclusive,127,Incorrect
1048,"1176    2021/03/17
1231    2021/03/20
1263    2021/03/22
1292    2021/03/24
1324    2021/03/26
1350    2021/03/27
1366    2021/03/29
1394    2021/03/31
1431    2021/04/02
1447    2021/04/03
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,50,SVR,4,125,116.13,112.4,4.0,117.0,Under,Prediction is UNDER 125,129,Incorrect
1049,"1231    2021/03/20
1263    2021/03/22
1292    2021/03/24
1324    2021/03/26
1350    2021/03/27
1366    2021/03/29
1394    2021/03/31
1431    2021/04/02
1447    2021/04/03
1492    2021/04/06
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,51,SVR,4,120,118.25,114.6,5.0,120.27,Over,Not conclusive,121,Correct
1050,"1263    2021/03/22
1292    2021/03/24
1324    2021/03/26
1350    2021/03/27
1366    2021/03/29
1394    2021/03/31
1431    2021/04/02
1447    2021/04/03
1492    2021/04/06
1526    2021/04/08
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,52,SVR,4,116,118.16,102.2,0.0,117.5,Over,Not conclusive,101,Incorrect
1051,"1292    2021/03/24
1324    2021/03/26
1350    2021/03/27
1366    2021/03/29
1394    2021/03/31
1431    2021/04/02
1447    2021/04/03
1492    2021/04/06
1526    2021/04/08
1545    2021/04/09
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,53,SVR,4,119,114.05,105.7,2.0,116.5,Under,Prediction is UNDER 119,119,Incorrect
1052,"1324    2021/03/26
1350    2021/03/27
1366    2021/03/29
1394    2021/03/31
1431    2021/04/02
1447    2021/04/03
1492    2021/04/06
1526    2021/04/08
1545    2021/04/09
1574    2021/04/11
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,54,SVR,4,117,113.88,114.7,4.0,116.5,Under,Prediction is UNDER 117,124,Incorrect
1053,"1350    2021/03/27
1366    2021/03/29
1394    2021/03/31
1431    2021/04/02
1447    2021/04/03
1492    2021/04/06
1526    2021/04/08
1545    2021/04/09
1574    2021/04/11
1625    2021/04/14
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,55,SVR,4,122,115.04,119.4,6.0,120.0,Under,Not conclusive,130,Incorrect
1054,"1366    2021/03/29
1394    2021/03/31
1431    2021/04/02
1447    2021/04/03
1492    2021/04/06
1526    2021/04/08
1545    2021/04/09
1574    2021/04/11
1625    2021/04/14
1644    2021/04/15
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,56,SVR,4,119,118.68,113.6,4.0,120.5,Over,Not conclusive,120,Correct
1055,"1394    2021/03/31
1431    2021/04/02
1447    2021/04/03
1492    2021/04/06
1526    2021/04/08
1545    2021/04/09
1574    2021/04/11
1625    2021/04/14
1644    2021/04/15
1681    2021/04/17
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,57,SVR,4,120,120.28,116.3,6.0,120.5,Over,Not conclusive,115,Incorrect
1056,"1431    2021/04/02
1447    2021/04/03
1492    2021/04/06
1526    2021/04/08
1545    2021/04/09
1574    2021/04/11
1625    2021/04/14
1644    2021/04/15
1681    2021/04/17
1715    2021/04/19
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,58,SVR,4,116,120.73,112.3,8.0,122.5,Over,Not conclusive,127,Correct
1057,"1447    2021/04/03
1492    2021/04/06
1526    2021/04/08
1545    2021/04/09
1574    2021/04/11
1625    2021/04/14
1644    2021/04/15
1681    2021/04/17
1715    2021/04/19
1762    2021/04/22
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,59,SVR,4,116,120.7,105.7,4.0,122.5,Over,Not conclusive,124,Correct
1058,"1492    2021/04/06
1526    2021/04/08
1545    2021/04/09
1574    2021/04/11
1625    2021/04/14
1644    2021/04/15
1681    2021/04/17
1715    2021/04/19
1762    2021/04/22
1791    2021/04/24
Name: Date, dtype: object",Teamscore,Milwaukee Bucks,60,SVR,4,116,120.23,106.8,4.0,122.5,Over,Not conclusive,132,Correct
